FECHA DE APERTURA,DIA DE APERTURA,FISICA,VERBAL,ECONOMICA,PSICOLOGICA,SEXUAL,GENERO M/F VICTIMA,EDAD_VICTIMA_NUM,GENERO AGRESOR M/F,EDAD_AGRESOR_NUM,PARENTESCO FRENTE A LA VICTIMA,COMUNA DE LA VICTIMA,TOTAL_ABUSE_TYPES,IS_INTRAFAMILIAL,IS_MULTIDIMENSIONAL,HAS_PSYCHOLOGICAL,SEVERITY_LEVEL
2022-02-01T00:00:00.000,sabado,no,no,si,no,no,masculino,5.0,femenino,39.0,madre,comuna6,1,True,False,False,Low
2022-02-02T00:00:00.000,miercoles,no,no,no,si,no,masculino,7.0,femenino,44.0,madre,comuna10,1,True,False,True,Low
2022-02-03T00:00:00.000,jueves,si,si,si,si,no,masculino,13.0,no aplica,13.0,no aplica,comuna3,4,False,True,True,High
2022-02-14T00:00:00.000,lunes,si,si,no,si,no,femenino,13.0,femenino,,madre,comuna12,3,True,True,True,High
2022-03-05T00:00:00.000,sabado,si,si,no,si,no,masculino,3.0,femenino,50.0,abuela,comuna3,3,False,True,True,High
2022-03-05T00:00:00.000,sabado,si,si,no,si,no,masculino,6.0,femenino,50.0,abuela,comuna3,3,False,True,True,High
2022-03-06T00:00:00.000,domingo,no,si,no,si,no,masculino,14.0,masculino,,padre,comuna6,2,True,True,True,Medium
2022-03-06T00:00:00.000,domingo,no,si,no,si,no,femenino,12.0,masculino,,padre,comuna6,2,True,True,True,Medium
2022-03-06T00:00:00.000,domingo,no,si,no,si,no,femenino,15.0,masculino,,padre,comuna6,2,True,True,True,Medium
2022-03-08T00:00:00.000,martes,si,si,no,si,no,masculino,23.0,masculino,7.0,padrastro,comuna4,3,False,True,True,High
2022-03-12T00:00:00.000,sabado,no,si,no,si,si,femenino,15.0,femenino,,madre,comuna7,3,True,True,True,High
2022-03-02T00:00:00.000,miercoles,si,si,no,si,no,femenino,31.0,masculino,,hermano(a),comuna7,3,False,True,True,High
2022-03-14T00:00:00.000,lunes,si,si,no,si,no,femenino,12.0,femenino,,madre,comuna7,3,True,True,True,High
2022-03-15T00:00:00.000,martes,si,si,no,si,no,femenino,1.0,femenino,,madre,comuna6,3,True,True,True,High
2022-03-15T00:00:00.000,martes,si,si,no,si,no,femenino,2.0,femenino,,madre,comuna6,3,True,True,True,High
2022-03-16T00:00:00.000,miercoles,si,si,no,si,si,femenino,14.0,femenino,,madre,no aplica,4,True,True,True,High
2022-03-16T00:00:00.000,miercoles,si,si,no,si,si,femenino,15.0,femenino,,madre,no aplica,4,True,True,True,High
2022-03-17T00:00:00.000,jueves,si,si,no,si,no,masculino,6.0,femenino,,madre,comuna7,3,True,True,True,High
2022-03-18T00:00:00.000,viernes,no,si,si,si,no,masculino,2.0,masculino,,padre,comuna11,3,True,True,True,High
2022-03-18T00:00:00.000,viernes,no,no,no,si,si,masculino,1.0,femenino,,madre,comuna7,2,True,True,True,Medium
2022-03-20T00:00:00.000,domingo,si,si,no,si,no,femenino,5.0,femenino,,abuela,comuna7,3,False,True,True,High
2022-03-23T00:00:00.000,miercoles,si,si,no,si,no,masculino,3.0,masculino,,padre,no aplica,3,True,True,True,High
2022-03-25T00:00:00.000,viernes,no,si,no,si,no,femenino,10.0,femenino,,madre,comuna7,2,True,True,True,Medium
2022-03-17T00:00:00.000,jueves,si,si,no,si,no,femenino,1.0,femenino,,madre,comuna7,3,True,True,True,High
2022-03-28T00:00:00.000,lunes,no,si,no,si,no,masculino,15.0,masculino,15.0,padre,comuna3,2,True,True,True,Medium
2022-03-30T00:00:00.000,miercoles,si,si,no,si,no,masculino,6.0,masculino,,padre,comuna7,3,True,True,True,High
2022-03-31T00:00:00.000,jueves,si,si,no,si,no,femenino,8.0,femenino,,madre,comuna5,3,True,True,True,High
2022-03-01T00:00:00.000,martes,no,si,no,si,si,femenino,2.0,masculino,46.0,tio(a),comuna1,3,False,True,True,High
2022-03-01T00:00:00.000,martes,no,si,no,si,no,femenino,17.0,masculino,45.0,padre,comuna1,2,True,True,True,Medium
2022-05-13T00:00:00.000,viernes,no,si,no,si,no,femenino,13.0,femenino,,madre,comuna7,2,True,True,True,Medium
2022-03-04T00:00:00.000,viernes,si,si,no,si,si,femenino,10.0,masculino,40.0,padre,comuna2,4,True,True,True,High
2022-03-04T00:00:00.000,viernes,si,si,no,si,si,femenino,13.0,femenino,32.0,madre,comuna1,4,True,True,True,High
2022-03-07T00:00:00.000,lunes,si,si,no,si,no,masculino,14.0,femenino,48.0,madre,comuna1,3,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,si,femenino,6.0,masculino,32.0,padre,comuna2,4,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,si,femenino,9.0,masculino,32.0,padre,comuna2,4,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,no,masculino,5.0,femenino,37.0,madre,comuna2,3,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,no,masculino,5.0,femenino,37.0,madre,comuna2,3,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,no,masculino,15.0,femenino,34.0,madre,comuna2,3,True,True,True,High
2022-03-10T00:00:00.000,jueves,si,si,no,si,no,masculino,1.0,femenino,21.0,madre,comuna1,3,True,True,True,High
2022-03-14T00:00:00.000,lunes,no,si,no,si,no,masculino,5.0,femenino,40.0,madre,comuna1,2,True,True,True,Medium
2022-03-17T00:00:00.000,jueves,si,si,no,si,no,femenino,14.0,femenino,,madre,comuna1,3,True,True,True,High
2022-03-16T00:00:00.000,miercoles,no,si,no,si,no,femenino,5.0,masculino,25.0,madre,comuna2,2,True,True,True,Medium
2022-03-17T00:00:00.000,jueves,si,si,no,si,si,femenino,14.0,masculino,31.0,padre,comuna1,4,True,True,True,High
2022-03-31T00:00:00.000,jueves,si,si,no,si,no,femenino,11.0,femenino,,no aplica,comuna10,3,False,True,True,High
2022-03-18T00:00:00.000,viernes,no,si,no,si,no,masculino,13.0,femenino,,no aplica,comuna11,2,False,True,True,Medium
2022-03-18T00:00:00.000,viernes,no,no,no,si,si,femenino,11.0,no aplica,,no aplica,comuna11,2,False,True,True,Medium
2022-03-29T00:00:00.000,lunes,no,no,no,si,si,femenino,9.0,masculino,,padre,comuna12,2,True,True,True,Medium
2022-03-30T00:00:00.000,miercoles,si,si,no,si,no,masculino,16.0,masculino,,tio(a),comuna10,3,False,True,True,High
2022-03-30T00:00:00.000,miercoles,si,no,no,si,si,femenino,9.0,masculino,,hermanastro(a),comuna12,3,False,True,True,High
2022-03-08T00:00:00.000,martes,si,si,no,si,no,femenino,10.0,femenino,23.0,madrastra,comuna 8,3,False,True,True,High
2022-03-22T00:00:00.000,martes,no,si,no,si,no,femenino,15.0,no aplica,46.0,madre,comuna 8,2,True,True,True,Medium
2022-03-08T00:00:00.000,martes,si,no,no,si,si,femenino,13.0,masculino,41.0,abuelastro,comuna 8,3,False,True,True,High
2022-03-08T00:00:00.000,martes,no,no,no,si,no,femenino,7.0,masculino,41.0,abuelastro,comuna 8,1,False,False,True,Low
2022-03-24T00:00:00.000,jueves,si,si,no,si,no,femenino,11.0,masculino,60.0,padre,comuna 8,3,True,True,True,High
2022-04-05T00:00:00.000,martes,no,no,no,si,si,masculino,8.0,masculino,,hermanastro(a),comuna1,2,False,True,True,Medium
2022-04-04T00:00:00.000,lunes,si,si,no,si,no,masculino,12.0,femenino,29.0,madre,comuna1,3,True,True,True,High
2022-04-05T00:00:00.000,martes,si,si,no,si,si,masculino,6.0,masculino,20.0,hermano(a),comuna1,4,False,True,True,High
2022-04-21T00:00:00.000,jueves,no,si,no,si,no,femenino,13.0,femenino,43.0,madre,comuna1,2,True,True,True,Medium
2022-04-01T00:00:00.000,viernes,si,si,no,si,no,femenino,13.0,masculino,33.0,padre,comuna2,3,True,True,True,High
2022-04-21T00:00:00.000,jueves,no,si,no,si,no,masculino,10.0,femenino,43.0,madre,comuna1,2,True,True,True,Medium
2022-04-21T00:00:00.000,jueves,no,si,no,si,no,masculino,15.0,femenino,43.0,madre,comuna1,2,True,True,True,Medium
2022-04-07T00:00:00.000,jueves,si,si,no,si,no,masculino,10.0,femenino,34.0,madre,comuna7,3,True,True,True,High
2022-04-03T00:00:00.000,domingo,no,si,no,si,no,masculino,11.0,masculino,,padre,comuna7,2,True,True,True,Medium
2022-04-03T00:00:00.000,domingo,no,si,no,si,no,masculino,2.0,masculino,,padre,comuna7,2,True,True,True,Medium
2022-04-07T00:00:00.000,jueves,si,si,no,si,no,femenino,7.0,femenino,,madre,comuna5,3,True,True,True,High
2022-04-07T00:00:00.000,jueves,si,si,no,si,no,masculino,10.0,femenino,,madre,no aplica,3,True,True,True,High
2022-04-04T00:00:00.000,lunes,si,si,no,si,no,femenino,14.0,femenino,,madre,comuna7,3,True,True,True,High
2022-04-28T00:00:00.000,jueves,no,no,no,si,no,femenino,4.0,femenino,,madre,comuna7,1,True,False,True,Low
2022-04-29T00:00:00.000,viernes,no,si,no,si,no,masculino,11.0,femenino,,tio(a),comuna4,2,False,True,True,Medium
2022-04-29T00:00:00.000,viernes,no,si,no,si,no,femenino,12.0,femenino,,tio(a),comuna7,2,False,True,True,Medium
2022-04-30T00:00:00.000,sabado,si,si,no,si,no,femenino,13.0,femenino,,madre,comuna7,3,True,True,True,High
2022-04-22T00:00:00.000,viernes,no,si,no,si,no,masculino,9.0,masculino,,esposo de la tia,comuna3,2,False,True,True,Medium
2022-04-05T00:00:00.000,martes,si,si,no,si,no,femenino,5.0,femenino,,abuela,no aplica,3,False,True,True,High
2022-04-06T00:00:00.000,miercoles,si,si,no,si,no,femenino,15.0,femenino,34.0,madre,comuna 8,3,True,True,True,High
2022-04-26T00:00:00.000,martes,si,si,no,si,no,masculino,16.0,femenino,43.0,madre,no aplica,3,True,True,True,High
2022-04-16T00:00:00.000,martes,si,no,no,si,no,femenino,4.0,femenino,23.0,madre,comuna 13,2,True,True,True,Medium
2022-05-17T00:00:00.000,martes,si,si,no,si,no,masculino,9.0,femenino,52.0,madre,comuna1,3,True,True,True,High
2022-05-17T00:00:00.000,martes,si,si,no,si,no,femenino,16.0,femenino,38.0,madre,comuna2,3,True,True,True,High
2022-05-17T00:00:00.000,martes,si,si,no,si,no,femenino,12.0,femenino,,hermano(a),comuna1,3,False,True,True,High
2022-05-17T00:00:00.000,martes,si,si,no,si,no,masculino,15.0,masculino,60.0,padre,comuna1,3,True,True,True,High
2022-05-18T00:00:00.000,miercoles,si,si,no,si,no,masculino,14.0,femenino,30.0,madre,comuna1,3,True,True,True,High
2022-05-18T00:00:00.000,miercoles,si,si,no,si,no,masculino,13.0,femenino,30.0,madre,comuna1,3,True,True,True,High
2022-05-20T00:00:00.000,viernes,si,si,no,si,no,masculino,9.0,femenino,26.0,madre,comuna2,3,True,True,True,High
2022-05-20T00:00:00.000,viernes,si,si,no,si,no,femenino,5.0,femenino,25.0,madre,comuna1,3,True,True,True,High
2022-05-20T00:00:00.000,viernes,si,si,no,si,no,femenino,10.0,femenino,25.0,madre,comuna1,3,True,True,True,High
2022-05-26T00:00:00.000,jueves,si,si,no,si,no,femenino,14.0,femenino,30.0,madre,comuna1,3,True,True,True,High
2022-05-26T00:00:00.000,jueves,si,si,no,si,no,femenino,14.0,femenino,39.0,madre,comuna1,3,True,True,True,High
