Total_Cases,Analysis_Period,Intrafamilial_Rate_Percent,Intrafamilial_Cases,Multidimensional_Index_Percent,Multiple_Abuse_Cases,Psychological_Universality_Percent,Psychological_Cases,Average_Complexity,Severity_Index_Percent,Average_Victim_Age,Female_Victims_Percent,Male_Victims_Percent
384,"2022 (Palmira, Colombia)",78.1,300,91.4,351,95.6,367,2.69,71.1,9.7,52.9,47.1
